name,latitude,longitude,iso
Talca,-35.455,-71.67,CL
Proddatur,14.7504,78.57,IN
El Tigre,8.8903,-64.26,VE
Gurgaon,28.45,77.02,IN
Burhanpur,21.3004,76.13,IN
Kure,34.251,132.5656,JP
Cartago,9.87,-83.93,CR
Porlamar,10.9604,-63.85,VE
Reims,49.2504,4.03,FR
Olympia,47.0417,-122.8959,US
Engel's,51.5004,46.12,RU
North Port,27.0577,-82.1975,US
Burgas,42.5146,27.4746,BG
Ghandinagar,23.3004,72.6399,IN
Spring Valley,36.0987,-115.2619,US
Iskandar,41.5507,69.6807,UZ
Naka,37.4504,138.86,JP
Coro,11.42,-69.68,VE
Brikama,13.2804,-16.6599,GM
Severodvinsk,64.57,39.83,RU
Al Jahra',29.3375,47.6581,KW
Huntington,38.4109,-82.4344,US
Deltona,28.905,-81.2136,US
Bongor,10.2859,15.3872,TD
Sunrise Manor,36.1785,-115.049,US
Grand Prairie,32.687,-97.0209,US
Divinopolis,-20.1495,-44.9,BR
Salinas,36.6884,-121.6317,US
Tarakan,3.3,117.633,ID
Machilipatnam,16.2004,81.18,IN
Oxford,51.7704,-1.25,GB
Ciudad Madero,22.3189,-97.8361,MX
Bayamo,20.3795,-76.6433,CU
Klaipeda,55.7204,21.1199,LT
Dunhua,43.3505,128.22,CN
Ziguinchor,12.59,-16.29,SN
Waterbury,41.5583,-73.0361,US
Barrancabermeja,7.09,-73.85,CO
Zlatoust,55.175,59.65,RU
Muar,2.0337,102.5666,MY
Overland Park,38.887,-94.687,US
Dhamar,14.5575,44.3875,YE
Valera,9.32,-70.62,VE
Bhiwani,28.81,76.125,IN
Norwich,52.6304,1.3,GB
Butuan,8.9495,125.5436,PH
Caen,49.1838,-0.35,FR
Saint-Denis,-20.8789,55.4481,RE
Saddiqabad,28.3006,70.1302,PK
La Paz,24.14,-110.32,MX
Son Tay,21.1382,105.505,VN
Aberdeen,57.1704,-2.08,GB
Syzran',53.17,48.48,RU
Dong Hoi,17.4833,106.6,VN
Mwene-Ditu,-7,23.44,CD
Kabwe,-14.44,28.45,ZM
Quelimane,-17.88,36.89,MZ
Cork,51.8986,-8.4958,IE
Parakou,9.34,2.62,BJ
San Fernando del Valle de Catamarca,-28.47,-65.78,AR
Nandyal,15.5204,78.48,IN
Waco,31.5597,-97.1882,US
Angers,47.48,-0.53,FR
Mostaganem,35.9404,0.09,DZ
Erie,42.1168,-80.0733,US
Paarl,-33.6996,18.96,ZA
Rio Grande,-32.0495,-52.12,BR
Szeged,46.2504,20.15,HU
Arapiraca,-9.75,-36.67,BR
Ternate,0.793,127.363,ID
Petropavlovsk-Kamchatskiy,53.062,158.623,RU
Kimch'aek-si,40.6723,129.2027,KP
Puerto Vallarta,20.6771,-105.245,MX
Gibraltar,36.1324,-5.3781,GI
Cachoeiro de Itapemirim,-20.85,-41.13,BR
Pinar del Rio,22.4175,-83.6981,CU
Manp'o,41.1454,126.2958,KP
Olsztyn,53.8,20.48,PL
San Cristobal,16.75,-92.6334,MX
Cienfuegos,22.1444,-80.4403,CU
Shendi,16.6805,33.42,SD
Pecs,46.0804,18.22,HU
Cedar Rapids,41.9667,-91.6781,US
Marbella,36.5166,-4.8833,ES
Madiun,-7.6346,111.515,ID
Ed Damazin,11.7704,34.35,SD
Arica,-18.5,-70.29,CL
Hagerstown,39.6402,-77.7217,US
Jamaame,0.0722,42.7506,SO
Tempe,33.3881,-111.9318,US
Kutahya,39.42,29.93,TR
Yei,4.0904,30.68,SS
Mainz,49.9825,8.2732,DE
Ruse,43.8537,25.9733,BG
Tiaret,35.3804,1.32,DZ
Fianarantsoa,-21.4333,47.0833,MG
Kramators'k,48.7194,37.5344,UA
Kutaisi,42.25,42.73,GE
Tarlac City,15.4838,120.5834,PH
Dese,11.13,39.63,ET
Corum,40.52,34.95,TR
Gweru,-19.45,29.82,ZW
Mataro,41.54,2.45,ES
Spartanburg,34.9437,-81.9256,US
Manta,-0.98,-80.73,EC
Bhusaval,21.02,75.83,IN
Shibin al Kawm,30.592,30.9,EG
Clarksville,36.5696,-87.3428,US
Atyrau,47.1127,51.92,KZ
Pinrang,-3.7857,119.6522,ID
Kamensk-Ural'skiy,56.4205,61.935,RU
Chilpancingo,17.55,-99.5,MX
Biratnagar,26.4837,87.2833,NP
Bahraigh,27.6204,81.6699,IN
Barrie,44.3838,-79.7,CA
Chingola,-12.5396,27.85,ZM
Tonk,26.1505,75.79,IN
Probolinggo,-7.7496,113.15,ID
Sirsa,29.4904,75.03,IN
Anda,46.4,125.32,CN
Gastonia,35.2494,-81.1853,US
Hinthada,17.6483,95.4679,MM
Gangneung,37.7559,128.8962,KR
Castellon de la Plana,39.9704,-0.05,ES
Funtua,11.5204,7.32,NG
El Jadid,33.2604,-8.51,MA
Reggio di Calabria,38.115,15.6414,IT
Zuwarah,32.9344,12.0791,LY
Lorain,41.4409,-82.184,US
Sioux Falls,43.5397,-96.7321,US
Rio Claro,-22.41,-47.56,BR
Tangail,24.25,89.92,BD
Obuase,6.1904,-1.66,GH
Fort Lauderdale,26.1412,-80.1464,US
Zhaodong,46.0804,125.98,CN
Balkh,36.7501,66.8997,AF
Potosi,-19.5696,-65.75,BO
Phan Rang-Thap Cham,11.567,108.9833,VN
Varamin,35.3166,51.6466,IR
Passo Fundo,-28.25,-52.42,BR
Almeria,36.8303,-2.43,ES
Newport News,37.1051,-76.5185,US
Vizianagaram,18.1204,83.5,IN
Sittwe,20.14,92.88,MM
Klerksdorp,-26.88,26.62,ZA
Si Racha,13.159,100.9287,TH
Mary,37.6,61.8333,TM
Al `Arish,31.1249,33.8006,EG
Boma,-5.83,13.05,CD
Sangolqui,-0.31,-78.46,EC
Heroica Nogales,31.305,-110.945,MX
High Point,35.9905,-79.9937,US
Teziutlan,19.8204,-97.36,MX
Korhogo,9.46,-5.64,CI
Termiz,37.2329,67.2729,UZ
Ar Raqqah,35.9304,39.02,SY
Santa Cruz,36.9789,-122.0346,US
El Oued,33.3704,6.86,DZ
Rancho Cucamonga,34.1248,-117.5666,US
Treviso,45.67,12.24,IT
Frisco,33.1554,-96.8217,US
Danbury,41.4016,-73.471,US
Vellore,12.9204,79.15,IN
Kadugli,11.01,29.7,SD
Hemet,33.7341,-116.9969,US
Nyiregyhaza,47.9653,21.7187,HU
Alleppey,9.5004,76.37,IN
Malayer,34.32,48.85,IR
Letpandan,17.7819,95.7415,MM
Yuzhno-Sakhalinsk,46.965,142.74,RU
Ouargla,31.97,5.34,DZ
Oceanside,33.2247,-117.3083,US
Regina,50.45,-104.617,CA
Salatiga,-7.3095,110.4901,ID
Turku,60.4539,22.255,FI
Ontario,34.0393,-117.6064,US
Vancouver,45.6367,-122.597,US
Saveh,35.0218,50.3314,IR
Modena,44.65,10.92,IT
Les Cayes,18.2004,-73.75,HT
Baicheng,23.8997,106.6133,CN
Entebbe,0.0604,32.46,UG
Yangmei,24.9167,121.15,TW
Taitung,22.7554,121.14,TW
Sirjan,29.47,55.73,IR
Harar,9.32,42.15,ET
As Samawah,31.3099,45.2803,IQ
Obiraki,40.57,140.47,JP
Takaoka,42.6504,141.55,JP
Puerto Montt,-41.47,-72.93,CL
George,-33.95,22.45,ZA
Bo,7.97,-11.74,SL
Garden Grove,33.7787,-117.9601,US
Puerto Cabello,10.4704,-68.17,VE
Sidon,33.563,35.3688,LB
Beppucho,42.9304,143.17,JP
Nampa,43.5843,-116.5628,US
Bida,9.0804,6.01,NG
Vallejo,38.1133,-122.2359,US
Shimla,31.1,77.1666,IN
Stavanger,58.97,5.68,NO
Esmeraldas,0.9304,-79.67,EC
Bata,1.87,9.77,GQ
Ulm,48.4004,10,DE
Ha Long,20.9604,107.1,VN
Lishui,28.4504,119.9,CN
Riobamba,-1.67,-78.65,EC
Banyuwangi,-8.195,114.3696,ID
Isparta,37.77,30.53,TR
Weinan,34.5004,109.5001,CN
Bade,24.9575,121.2989,TW
Nova Friburgo,-22.26,-42.54,BR
Elk Grove,38.416,-121.384,US
Tebessa,35.4104,8.12,DZ
Kragujevac,44.02,20.92,RS
Pitesti,44.8563,24.8758,RO
Rijeka,45.33,14.45,HR
Djelfa,34.68,3.25,DZ
Pembroke Pines,26.0128,-80.3382,US
Temirtau,50.065,72.965,KZ
Uvira,-3.37,29.14,CD
Bayamon,18.3793,-66.1635,PR
Burgos,42.3504,-3.68,ES
Takaoka,36.67,137,JP
Aracatuba,-21.21,-50.45,BR
Fuyang,32.9004,115.82,CN
Cacak,43.8897,20.3301,RS
Dijon,47.3304,5.03,FR
Kluang,2.0383,103.3179,MY
Nimes,43.8304,4.35,FR
Al Marj,32.5005,20.83,LY
Barra Mansa,-22.56,-44.17,BR
Jayapura,-2.533,140.7,ID
Sarh,9.15,18.39,TD
Medinipur,22.3304,87.15,IN
Arad,46.17,21.32,RO
Bandar-e Bushehr,28.92,50.83,IR
Sonsonate,13.72,-89.73,SV
Baranavichy,53.1368,26.0134,BY
Madent Atbara,17.71,33.98,SD
Wurzburg,49.8004,9.95,DE
Hindupur,13.7804,77.49,IN
Medford,42.3372,-122.8537,US
Peoria,33.7844,-112.299,US
N'Zerekore,7.76,-8.83,GN
Baramula,34.2004,74.35,IN
Jamalpur,24.9004,89.95,BD
Chirchiq,41.455,69.56,UZ
Corona,33.862,-117.5641,US
Berezniki,59.42,56.76,RU
Volgodonsk,47.51,42.1599,RU
Ormoc,11.0643,124.6075,PH
Miass,54.9954,60.0949,RU
Oldenburg,53.13,8.22,DE
Abakan,53.7037,91.445,RU
Murfreesboro,35.8493,-86.4117,US
Banha,30.4667,31.1833,EG
Novocherkassk,47.42,40.08,RU
Gonaives,19.4504,-72.6832,HT
Marysville,48.081,-122.1558,US
Fatehpur,25.8804,80.8,IN
Dibrugarh,27.4833,94.9,IN
Ayacucho,-13.175,-74.22,PE
Maraba,-5.35,-49.116,BR
Ocumare del Tuy,10.12,-66.78,VE
San Fernando,10.2805,-61.4594,TT
Parma,44.8104,10.32,IT
Rustenburg,-25.65,27.24,ZA
Cary,35.7817,-78.8175,US
Noril'sk,69.34,88.225,RU
Carpina,-7.84,-35.26,BR
Tulua,4.0904,-76.21,CO
Livingstone,-17.86,25.86,ZM
Ha Tinh,18.3338,105.9,VN
Kendari,-3.9553,122.5973,ID
Kimberley,-28.7468,24.77,ZA
Elbasan,41.1215,20.0838,AL
Nantou,23.9167,120.6833,TW
Fredericksburg,38.2992,-77.4872,US
Serang,-6.11,106.1496,ID
Ocala,29.178,-82.1511,US
Lajes,-27.8096,-50.31,BR
Leon,12.4356,-86.8794,NI
Sitalpur,27.63,80.75,IN
Zenica,44.22,17.92,BA
Regensburg,49.0204,12.12,DE
Kigoma,-4.8796,29.61,TZ
Plzen,49.7404,13.36,CZ
Phitsanulok,16.8283,100.2729,TH
Myingyan,21.4618,95.3914,MM
Dagupan City,16.0479,120.3408,PH
Patra,38.23,21.73,GR
Ingolstadt,48.7704,11.45,DE
La Vega,19.2166,-70.5166,DO
Mostar,43.3505,17.82,BA
Navsari,20.8504,72.92,IN
El Geneina,13.45,22.44,SD
Tartus,34.8846,35.8866,SY
Simao,22.7807,100.9782,CN
La Rioja,-29.41,-66.85,AR
Lecce,40.3604,18.15,IT
Mahabad,36.7704,45.72,IR
Salamanca,40.9704,-5.67,ES
Dourados,-22.23,-54.81,BR
Ash Shatrah,31.4175,46.1772,IQ
Settat,33.0104,-7.62,MA
Budaun,28.03,79.09,IN
Tunja,5.5504,-73.37,CO
Coquimbo,-29.9529,-71.3436,CL
Rubtsovsk,51.52,81.21,RU
Bhisho,-32.87,27.39,ZA
Geelong,-38.1675,144.3956,AU
Ra's al Khaymah,25.7915,55.9428,AE
Sullana,-4.8896,-80.68,PE
Malakal,9.5369,31.656,SS
Manchester,42.9848,-71.4447,US
Bumba,2.19,22.46,CD
Hayward,37.6328,-122.0772,US
Xiaoganzhan,30.9204,113.9,CN
Chapeco,-27.1,-52.64,BR
Muskegon,43.2281,-86.2562,US
Taunggyi,20.782,97.038,MM
Ciudad Lazaro Cardenas,17.9587,-102.2,MX
Alexandria,38.8185,-77.0861,US
Gonbad-e Kavus,37.2518,55.1715,IR
Salavat,53.3703,55.93,RU
Valdivia,-39.795,-73.245,CL
Pagadian,7.853,123.507,PH
Nakhodka,42.8374,132.8874,RU
Nakhodka,67.7504,77.52,RU
Springfield,39.771,-89.6537,US
Lafayette,40.399,-86.8593,US
Tarija,-21.5167,-64.75,BO
Zarzis,33.5104,11.1,TN
Punta del Este,-34.97,-54.95,UY
York,53.9704,-1.08,GB
Cuddalore,11.7204,79.77,IN
Rio Largo,-9.48,-35.84,BR
Samarra',34.194,43.875,IQ
Maykop,44.61,40.12,RU
Abeche,13.84,20.83,TD
Barreiras,-12.14,-45,BR
Odense,55.4004,10.3833,DK
Huanuco,-9.92,-76.24,PE
Haripur,31.52,75.98,IN
Albacete,39.0003,-1.87,ES
Melitopol',46.8378,35.3775,UA
Sobral,-3.69,-40.35,BR
Port Arthur,29.8554,-93.9264,US
Sudbury,46.5,-80.9666,CA
Surat Thani,9.1501,99.3401,TH
Palmdale,34.5944,-118.1057,US
Al Ghardaqah,27.23,33.83,EG
Isiro,2.76,27.62,CD
Puerto Princesa,9.7543,118.7444,PH
Kashmar,35.1814,58.4515,IR
Ussuriysk,43.8,132.02,RU
Rust'avi,41.5704,45.05,GE
Tiraspol,46.8531,29.64,MD
Afyonkarahisar,38.7504,30.55,TR
Zonguldak,41.4304,31.78,TR
Matsue,35.467,133.0666,JP
Champaign,40.1144,-88.2735,US
Moundou,8.55,16.09,TD
Dali,25.7,100.18,CN
Koforidua,6.0904,-0.26,GH
Istaravshan,39.9219,69.0015,TJ
Livorno,43.5511,10.3023,IT
Gainesville,34.2902,-83.8303,US
Gonder,12.61,37.46,ET
Ciudad del Carmen,18.6537,-91.8245,MX
Yulinshi,38.2833,109.7333,CN
Enterprise,36.0163,-115.2207,US
Shkoder,42.0685,19.5188,AL
Muroran,42.35,140.98,JP
Sibiu,45.7971,24.1371,RO
Batumi,41.6,41.63,GE
Horad Barysaw,54.226,28.4922,BY
Kyongju,35.8428,129.2117,KR
Innsbruck,47.2804,11.41,AT
Foggia,41.4605,15.56,IT
Ordu,41.0004,37.8699,TR
Conjeeveram,12.8337,79.7167,IN
Frederick,39.4336,-77.4157,US
Lakewood,39.6977,-105.1168,US
Sariwon,38.507,125.762,KP
Beian,48.239,126.482,CN
Battambang,13.1,103.2,KH
Guangshui,31.6204,114,CN
Middelburg,-25.7596,29.47,ZA
Mahajanga,-15.67,46.345,MG
La Serena,-29.9,-71.25,CL
Chetumal,18.5,-88.3,MX
Gandajika,-6.7396,23.96,CD
Pathum Thani,14.0171,100.5333,TH
Cairns,-16.8878,145.7633,AU
Kovrov,56.3604,41.33,RU
Tuscaloosa,33.2348,-87.5266,US
Osorno,-40.57,-73.16,CL
Tottori,35.5004,134.2333,JP
San Cristobal,18.416,-70.109,DO
Limassol,34.6754,33.0333,CY
Moanda,-5.9229,12.355,CD
Rio Cuarto,-33.13,-64.35,AR
Masjed Soleyman,31.98,49.2999,IR
Sunnyvale,37.3836,-122.0257,US
Lake Charles,30.2022,-93.2141,US
Hollywood,26.0294,-80.1679,US
Mufulira,-12.55,28.26,ZM
Pasadena,29.6584,-95.1499,US
Chincha Alta,-13.4196,-76.14,PE
Fyzabad,26.7504,82.17,IN
Pomona,34.0585,-117.7626,US
Kansas City,39.1234,-94.7443,US
Dingzhou,38.5004,115,CN
Rondonopolis,-16.4695,-54.64,BR
Golmeh,33.6304,46.43,IR
Usak,38.6804,29.42,TR
Nusaybin,37.075,41.2184,TR
Macon,32.8065,-83.6974,US
San Francisco de Macoris,19.3,-70.25,DO
Zabid,14.1951,43.3155,YE
Silchar,24.7904,92.79,IN
Kaihua,23.3724,104.2497,CN
Novokuybyshevsk,53.12,49.9199,RU
Mudon,16.2618,97.7215,MM
Limoges,45.83,1.25,FR
Deyang,31.1333,104.4,CN
Samalut,28.3004,30.71,EG
Luanshya,-13.1333,28.4,ZM
Escondido,33.1347,-117.0723,US
Al Manaqil,14.2504,32.98,SD
Abbotsford,49.0504,-122.3,CA
Guanare,9.05,-69.75,VE
Bintulu,3.1664,113.036,MY
Dundee,56.4704,-3,GB
Nazareth,32.704,35.2955,IL
Maragheh,37.4204,46.22,IR
Balti,47.7591,27.9053,MD
As Suwayhirah as Sahil,24.362,56.7344,OM
Benguela,-12.5783,13.4072,AO
Guarapuava,-25.38,-51.48,BR
Uzhhorod,48.63,22.25,UA
Binghamton,42.1014,-75.9093,US
Kitale,1.0305,34.9899,KE
Chillan,-36.6,-72.106,CL
Urganch,41.56,60.64,UZ
Vryheid,-27.76,30.79,ZA
Yilan,24.75,121.75,TW
Miaoli,24.57,120.82,TW
Tororo,0.7104,34.17,UG
Pattani,6.864,101.25,TH
M'Sila,35.7,4.545,DZ
Keren,15.6804,38.45,ER
Cao Lanh,10.467,105.636,VN
Khiwa,41.3911,60.3557,UZ
Carora,10.19,-70.08,VE
Warner Robins,32.5975,-83.6526,US
New Bedford,41.6697,-70.9428,US
Targu-Mures,46.5582,24.5578,RO
Perugia,43.1104,12.39,IT
Xicheng,23.38,103.1501,CN
Topeka,39.0346,-95.6955,US
Beaumont,30.085,-94.1451,US
Paterson,40.9147,-74.1624,US
Joliet,41.5189,-88.1499,US
Gyumri,40.7894,43.8475,AM
Palangkaraya,-2.2096,113.91,ID
Jiayuguan,39.82,98.3,CN
Hamilton,-37.7783,175.2896,NZ
Leesburg,28.7658,-81.8995,US
Yala,6.5505,101.2851,TH
Elkhart,41.6912,-85.962,US
Diourbel,14.6604,-16.24,SN
Jijel,36.822,5.766,DZ
Lang Son,21.846,106.757,VN
Trang,7.5634,99.608,TH
Odessa,31.8831,-102.3406,US
Turbat,25.9918,63.0718,PK
Medea,36.2704,2.77,DZ
Kolomna,55.08,38.785,RU
Naperville,41.7483,-88.1657,US
Fairfield,38.2594,-122.0319,US
San Juan del Rio,20.38,-100,MX
Manghyshlaq,43.6905,51.1417,KZ
Guastatoya,14.85,-90.0167,GT
Trondheim,63.4167,10.4167,NO
Man,7.4004,-7.55,CI
Wamba,2.1404,27.99,CD
Gulu,2.78,32.28,UG
Aix-en-Provence,43.52,5.45,FR
Gharyan,32.1704,13.02,LY
Ambala,30.32,76.82,IN
Cam Ranh,11.902,109.2207,VN
Torrance,33.8346,-118.3417,US
Ibarra,0.3604,-78.13,EC
Matanzas,23.0415,-81.5775,CU
Perpignan,42.7,2.9,FR
Pocos de Caldas,-21.78,-46.57,BR
Tabora,-5.02,32.8,TZ
Dar`a,32.625,36.105,SY
Bruges,51.2204,3.23,BE
Santo Agostinho,-8.29,-35.03,BR
Dawei,14.098,98.195,MM
Hanzhong,33.13,107.03,CN
La Ceiba,15.7631,-86.797,HN
Krishnanagar,23.3803,88.53,IN
Phra Nakhon Si Ayutthaya,14.3588,100.5684,TH
Quchan,37.1118,58.5015,IR
Pointe-a-Pitre,16.2415,-61.533,GP
Biarritz,43.4733,-1.5616,FR
Panama City,30.1995,-85.6003,US
Los Angeles,-37.46,-72.36,CL
Concordia,-31.3896,-58.03,AR
Machakos,-1.5095,37.26,KE
Brest,48.3904,-4.495,FR
Metairie,29.9976,-90.1781,US
Kolar,13.1337,78.1334,IN
Kairouan,35.6804,10.1,TN
Le Mans,48.0004,0.1,FR
Tall `Afar,36.376,42.4497,IQ
Bellevue,47.5953,-122.155,US
Kumba,4.6404,9.44,CM
Jinchang,38.4957,102.1739,CN
Tuzla,44.5505,18.68,BA
Szekesfehervar,47.1947,18.4081,HU
Midland,32.0249,-102.1137,US
Carolina,18.4054,-65.9792,PR
Huelva,37.2504,-6.9299,ES
Sarnia,42.9666,-82.4,CA
Goma,-1.6788,29.2218,CD
Merced,37.3057,-120.4779,US
Tizi Ouzou,36.8,4.0333,DZ
Kafr ash Shaykh,31.109,30.936,EG
Mesquite,32.7623,-96.5889,US
Ajdabiya,30.77,20.22,LY
Otaru,43.1887,140.9783,JP
Ipswich,52.0703,1.17,GB
Logrono,42.4704,-2.43,ES
Stara Zagora,42.4231,25.6227,BG
Bechar,31.6111,-2.23,DZ
Kenema,7.8804,-11.19,SL
Amiens,49.9004,2.3,FR
Calama,-22.45,-68.92,CL
Macae,-22.38,-41.79,BR
Cape Coast,5.1104,-1.25,GH
Houma,29.5799,-90.7058,US
Pleiku,13.9833,108,VN
Pyatigorsk,44.08,43.09,RU
Charleston,38.3484,-81.6323,US
Cajamarca,-7.15,-78.53,PE
Pasadena,34.1597,-118.139,US
Arzamas,55.4,43.8,RU
Massawa,15.6101,39.45,ER
Durres,41.3178,19.4482,AL
Nawabganj,24.5804,88.35,BD
Pueblo,38.2713,-104.6105,US
Saida,34.8404,0.14,DZ
Ciego de Avila,21.84,-78.7619,CU
Altay,47.8666,88.1166,CN
Jieshou,33.2504,115.35,CN
Chongju,39.6813,125.2163,KP
Arnhem,51.988,5.923,NL
Phuket,7.8765,98.3815,TH
Nong'an,44.4304,125.1701,CN
Ciudad de Melilla,35.3,-2.95,ES
Tyler,32.3184,-95.3065,US
Paranagua,-25.5279,-48.5345,BR
Ghazni,33.5633,68.4178,AF
Comodoro Rivadavia,-45.87,-67.5,AR
As Salt,32.0392,35.7272,JO
Labe,11.32,-12.3,GN
Orange,33.8038,-117.8218,US
Al'met'yevsk,54.9004,52.3199,RU
Fullerton,33.8841,-117.9279,US
Miramar,25.9773,-80.3351,US
Lhokseumawe,5.1914,97.1415,ID
Orekhovo-Zuyevo,55.82,38.98,RU
Santa Maria,34.9333,-120.4432,US
Athens,33.9508,-83.3689,US
Peterborough,52.5804,-0.25,GB
Badajoz,38.8804,-6.97,ES
Dunhuang,40.1427,94.662,CN
Bordj Bou Arreridj,36.059,4.63,DZ
Columbia,38.9477,-92.3255,US
Bizerte,37.2904,9.855,TN
Sherbrooke,45.4,-71.9,CA
Piedras Negras,28.7076,-100.5317,MX
Gottingen,51.5204,9.92,DE
Kumbakonam,10.9805,79.4,IN
Myitkyina,25.3596,97.3928,MM
Chinandega,12.6304,-87.13,NI
Townsville,-19.25,146.77,AU
Yuma,32.5991,-114.5488,US
Tiruvannamalai,12.2604,79.1,IN
Zalantun,48,122.72,CN
Parnaiba,-2.91,-41.77,BR
Pabna,24.0004,89.25,BD
Umtata,-31.58,28.79,ZA
Bremerhaven,53.5504,8.58,DE
Tan An,10.5337,106.4167,VN
Olathe,38.8832,-94.8198,US
Castanhal,-1.2896,-47.93,BR
Cerro de Pasco,-10.69,-76.27,PE
Irakleio,35.325,25.1305,GR
Thornton,39.9205,-104.9443,US
Harlingen,26.1916,-97.6976,US
Oulu,65,25.47,FI
Grand Junction,39.0877,-108.5673,US
Shizuishan,39.2333,106.769,CN
Baia Mare,47.6595,23.5791,RO
Leon,42.58,-5.57,ES
West Valley City,40.6889,-112.0115,US
Gyor,47.7004,17.63,HU
Carrollton,32.989,-96.8999,US
Serpukhov,54.9304,37.43,RU
Jequie,-13.85,-40.08,BR
Cam Pha,21.0404,107.32,VN
Lira,2.2604,32.89,UG
Roseville,38.7691,-121.3178,US
Pyay,18.8165,95.2114,MM
Orsha,54.5153,30.4215,BY
May Pen,17.9666,-77.2333,JM
Warren,42.4934,-83.027,US
Souk Ahras,36.2904,7.95,DZ
Bloomington,40.4757,-88.9703,US
Zakhu,37.1445,42.6872,IQ
Cartago,4.75,-75.91,CO
Hampton,37.0551,-76.3629,US
Caxias,-4.833,-43.35,BR
Ravenna,44.4204,12.22,IT
's-Hertogenbosch,51.6833,5.3167,NL
Ramapo,41.1404,-74.1072,US
Nevinnomyssk,44.6201,41.95,RU
Surprise,33.68,-112.4524,US
Las Cruces,32.3265,-106.7893,US
Touggourt,33.1,6.06,DZ
Greeley,40.4151,-104.7705,US
Pervoural'sk,56.91,59.955,RU
Yunxian Chengguanzhen,32.8082,110.8136,CN
Siauliai,55.9386,23.325,LT
Birganj,27.0004,84.8666,NP
Yakima,46.5923,-120.5496,US
Riohacha,11.5403,-72.91,CO
Musoma,-1.4896,33.8,TZ
Uppsala,59.8601,17.64,SE
Awasa,7.06,38.477,ET
Coral Springs,26.2702,-80.2591,US
Namibe,-15.19,12.16,AO
Kislovodsk,43.91,42.72,RU
Sterling Heights,42.5809,-83.0305,US
San Luis,16.2,-89.44,GT
Blitar,-8.0696,112.15,ID
Mauldin,34.7866,-82.2997,US
Dimitrovgrad,54.2504,49.56,RU
Pindamonhangaba,-22.92,-45.47,BR
Shahrud,36.4229,54.9629,IR
Papeete,-17.5334,-149.5667,PF
Saint John's,47.585,-52.681,CA
Racine,42.7274,-87.8135,US
Opole,50.685,17.9313,PL
Tra Vinh,9.934,106.334,VN
Murom,55.5704,42.04,RU
Cienaga,11.0104,-74.25,CO
Lae,-6.733,146.99,PG
Pilibhit,28.64,79.81,IN
Ferrara,44.8504,11.6099,IT
Novomoskovsk,54.09,38.22,RU
Buzau,45.1565,26.8065,RO
Stamford,41.1035,-73.5583,US
Pinsk,52.1279,26.0941,BY
Shuangcheng,45.3503,126.28,CN
Abohar,30.1204,74.29,IN
Ninh Binh,20.2543,105.975,VN
Nikopol',47.5666,34.4062,UA
Florencia,1.6104,-75.62,CO
Girardot,4.31,-74.81,CO
Elizabeth,40.6657,-74.1912,US
Jaragua do Sul,-26.48,-49.1,BR
Sannar,13.55,33.6,SD
Masaya,11.969,-86.095,NI
Baidoa,3.12,43.65,SO
Tokat,40.306,36.563,TR
Erzincan,39.7526,39.4928,TR
Andong,36.5659,128.725,KR
Tete,-16.17,33.58,MZ
Copiapo,-27.36,-70.34,CL
Batticaloa,7.717,81.7,LK
Shahr-e Kord,32.321,50.854,IR
Kokshetau,53.3,69.42,KZ
Idlib,35.9297,36.6317,SY
Xai-Xai,-25.04,33.64,MZ
Kamina,-8.73,25.01,CD
Larisa,39.6304,22.42,GR
Kamyshin,50.0804,45.4,RU
Karabuk,41.2,32.6,TR
Cambridge,52.2004,0.1166,GB
Kent,47.3887,-122.2128,US
Besancon,47.23,6.03,FR
Greenville,35.5956,-77.3768,US
Sakaka,30,40.1333,SA
Jima,7.68,36.83,ET
Jirja,26.3304,31.88,EG
Manzanillo,20.3438,-77.1166,CU
Surt,31.21,16.59,LY
Al Hasakah,36.4833,40.75,SY
Darnah,32.7648,22.6391,LY
Ekibastuz,51.73,75.3199,KZ
Divo,5.839,-5.36,CI
Simi Valley,34.2663,-118.749,US
San Nicolas de los Arroyos,-33.33,-60.24,AR
Braganca Paulista,-22.95,-46.55,BR
Worcester,-33.64,19.4399,ZA
Tukuyu,-9.2496,33.64,TZ
Port Blair,11.667,92.736,IN
Elblag,54.19,19.4027,PL
Panevezys,55.74,24.37,LT
Wau,7.7,27.99,SS
Burlington,36.0762,-79.4687,US
Alipur Duar,26.4837,89.5667,IN
Lafia,8.4904,8.52,NG
Santa Clara,37.3646,-121.968,US
Sancti Spiritus,21.9301,-79.4425,CU
Pakokku,21.332,95.0866,MM
Hathras,27.6,78.05,IN
Neftekamsk,56.0835,54.2631,RU
Gafsa,34.4204,8.78,TN
Johnson City,36.3406,-82.3803,US
Sogamoso,5.72,-72.94,CO
Edirne,41.6704,26.57,TR
Songea,-10.68,35.65,TZ
Tay Ninh,11.323,106.147,VN
Loja,-3.99,-79.21,EC
Macheng,31.18,115.03,CN
Carupano,10.67,-63.23,VE
Tarragona,41.1204,1.25,ES
Itapetininga,-23.59,-48.04,BR
Tengyue,25.0333,98.4666,CN
Boulder,40.0249,-105.2523,US
Bellingham,48.7543,-122.4687,US
Montego Bay,18.4667,-77.9167,JM
Magway,20.1445,94.9196,MM
Pangkalpinang,-2.08,106.15,ID
Malanje,-9.54,16.34,AO
Gashua,12.8705,11.04,NG
Leeuwarden,53.2504,5.7834,NL
Lubango,-14.91,13.49,AO
